fecha_inicio_semana,fecha,y_current,y_true,y_pred,error,horizonte_sem,run_id,meta_model,n_modelos_base,E1_v5_clean,E5_v4_clean,E3_v2_clean,E2_v3_clean
2025-11-24,2025-11-24,0.1275159595753403,0.0677012815654136,0.030983423452635744,-0.03671785811277786,4,E9_v2_clean,huber,4,0.1190620107773438,0.1255998207257801,0.1244646181424786,0.1167408253743889
2025-12-01,2025-12-01,0.2796059620794268,0.5836218782012019,0.06834313656587318,-0.5152787416353287,4,E9_v2_clean,huber,4,0.1173402499923326,0.1010550951263508,0.1171488401667958,0.2060029683408722
2025-12-08,2025-12-08,0.0821158156091689,0.1083419780858929,0.12890023264829942,0.020558254562406522,4,E9_v2_clean,huber,4,0.1258411218181266,0.1182203237087229,0.1260432009713802,0.1969549491746083
2025-12-15,2025-12-15,0.3038130765246692,0.0687870202028637,0.12685546706448847,0.05806844686162477,4,E9_v2_clean,huber,4,0.1258923583922038,0.1434020792279643,0.1428338311744439,0.2988462991771209
2025-12-22,2025-12-22,0.06770128156541363,0.2454262295855256,0.09357722961317783,-0.15184899997234777,4,E9_v2_clean,huber,4,0.1238942439398002,0.1064288090907538,0.124438704564171,0.1069911656719545
2025-12-29,2025-12-29,0.5836218782012019,0.3205651914908854,0.20315365376124678,-0.11741153772963864,4,E9_v2_clean,huber,4,0.1262960538158083,0.0876215804559303,0.1382446782798306,0.0630537526516136
2026-01-05,2026-01-05,0.1083419780858929,0.1700074058227992,0.1947547084401155,0.024747302617316308,4,E9_v2_clean,huber,4,0.13178883678786,0.153960359809883,0.1768108499864228,0.2131819903522658
2026-01-12,2026-01-12,0.06878702020286374,-0.0198367240853287,0.1327419659215679,0.15257869000689658,4,E9_v2_clean,huber,4,0.131489977824234,0.1425903239178272,0.1515590900916822,0.2367606736460928
2026-01-19,2026-01-19,0.2454262295855256,0.0960196886446368,0.11232609316070463,0.016306404516067838,4,E9_v2_clean,huber,4,0.129191908359061,0.1373323737871117,0.1504967130607869,0.186270943748512
2026-01-26,2026-01-26,0.3205651914908854,0.2772506816416401,0.08400001343171395,-0.19325066820992612,4,E9_v2_clean,huber,4,0.127608373344067,0.1143071147376205,0.1223379149674462,0.1666751222028655
2026-02-02,2026-02-02,0.1700074058227992,0.2100585882774014,0.11224339651595677,-0.09781519176144463,4,E9_v2_clean,huber,4,0.132580355698569,0.1745497610314181,0.1885714407022179,0.3488305953694715
2026-02-09,2026-02-09,-0.01983672408532875,0.0271685648311405,0.17175501428770681,0.14458644945656632,4,E9_v2_clean,huber,4,0.1329906830827071,0.1344364084350341,0.1577968565680693,0.1967185691125152
2026-02-16,2026-02-16,0.09601968864463681,0.1211586643975283,0.16573567504820125,0.044577010650672946,4,E9_v2_clean,huber,4,0.1321237302888992,0.1193197995467162,0.1443593981637901,0.226950391843562
2026-02-23,2026-02-23,0.2772506816416401,-0.0054622217770953,0.1589704707557869,0.1644326925328822,4,E9_v2_clean,huber,4,0.1317269721261541,0.120986637600764,0.1403573812407743,0.3382827181191217
2026-03-02,2026-03-02,0.2100585882774014,0.0669147100498927,-0.004914712221542328,-0.07182942227143503,4,E9_v2_clean,huber,4,0.1283674620979429,0.1795387596155391,0.151845546154749,0.0769539494170112
2026-03-09,2026-03-09,0.02716856483114054,0.110472470964671,0.1306205718707713,0.020148100906100308,4,E9_v2_clean,huber,4,0.1272603475553663,0.1354303087316918,0.1493703154962532,0.1634952180371661
2026-03-16,2026-03-16,0.1211586643975283,0.0668779193556926,0.1056854978952059,0.038807578539513304,4,E9_v2_clean,huber,4,0.1248476531281189,0.0912804199484334,0.1078078959110803,0.0875818071821908
2026-03-23,2026-03-23,-0.005462221777095377,0.042142027416753,0.07974034954710837,0.037598322130355376,4,E9_v2_clean,huber,4,0.1236498198042861,0.1452309748661265,0.1334724312237375,-0.028813953773854
2026-03-30,2026-03-30,0.06691471004989276,0.0732244276596991,0.11988434705784644,0.04665991939814734,4,E9_v2_clean,huber,4,0.1153523621543238,0.0955760141828111,0.1043135267424925,0.1070290540869392
