query_index,query,medio,termino,article_title,article_url_original,article_url_resolved,status,resolution_strategy,cache_hit_url_resolution,error_type,error_detail
1,"""Monica Villarreal"" site:oem.com.mx",site:oem.com.mx,"""Monica Villarreal""",¡Imagínese! / Turismo y justicia social - El Sol de México,https://news.google.com/rss/articles/CBMikAFBVV95cUxPUFF3ZThyMV9GS1BtbER0NlNRZjlWS3VleWZyTnV4blYxU19PMUdxUHFNSGtMaWJyTVBYamFfWHBYbmY4dEtfVWtxMjF0MC1KZTdlMm52V2RtV0MzVXM1TU5GSHUweHl3ZXJSLXJfWkZXMXhFYmRCMW1aTG1XNVBpYTVLX0J1WFlrVEdwTnNNMkw?oc=5,https://oem.com.mx/elsoldetampico/analisis/imaginese-turismo-y-justicia-social-29290903,success,google_batchexecute,False,,
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""",Semana Santa 2026: cinco destinos de la Huasteca cerca de Tampico que debes visitar - El Sol de México,https://news.google.com/rss/articles/CBMizgFBVV95cUxNTEs3d3Bycm9pY2tLUU5Rdm83QlBBVWF4QndEUk1ZckZFWktIel8xZldEV09Eci1tNkVQbVRzVUtwQUNnWG51bERDbERKU281bFg4SGdKYzlQOXlKQjU3cVhMZnVCdEUtWEFJb1hZZGs0NkhUM2xuRk94am1rQ3N5SWZ5VkFxUmNqY1dSMFF1RTNnWkViRkttQXJsa2VkWFYwT0szOThkakdCMkFHanFtQUtrbmFLV0JQYTJrRU53NW9scDh5S2pkd2R5MHZ6UQ?oc=5,https://oem.com.mx/elsoldetampico/turismo/semana-santa-2026-cinco-destinos-de-la-huasteca-cerca-de-tampico-que-debes-visitar-29266382,success,google_batchexecute,False,,
2,"""gobierno de tampico"" site:oem.com.mx",site:oem.com.mx,"""gobierno de tampico""",Más de una tonelada de hidrocarburo ha sido retirada de la costa de Tampico Alto en seis días de limpieza - El Sol de México,https://news.google.com/rss/articles/CBMi6gFBVV95cUxPS19WXzBZYmxjbzI3WE5xZ0dGamhoQ1lHUVdydjRoRDh1VDBGb1J1S0Z6b2V4RzZYV0lDX0tENFlyeXFBeFRKU2gtMFpSdnZlaXlwR1ZvR0RucU5FY29oRDZmdzRuamdKVTZRRHBhbUlvdVdOaXB6aTZKMnJPb0lxZUlzUmd2SGM1eW9keVM5eUFUa0x1Ql82NWhOU3h4V0ZMUHFiT25OWmpXZ0ZzSU1lY1lIQ2gwNmVOd2V1dEVCT0p6SkphcjlGZU52ckJFVW5fVWpldjdGYlpMM3JaTTJZZkR5c3AyM1p0Wnc?oc=5,https://oem.com.mx/elsoldetampico/local/mas-de-una-tonelada-de-hidrocarburo-ha-sido-retirada-de-la-costa-de-tampico-alto-en-seis-dias-de-limpieza-29263147,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Atractivos naturales, culturales y recreativos: ¿cómo se vivió Semana Santa 2026 en el sur de Tamaulipas? - El Sol de México",https://news.google.com/rss/articles/CBMi5wFBVV95cUxNTVNMa2g3aks1M2djZVZRLVlfbUtLUnpTc01ZVnRLdEdmZG81Z1ZmaWpJTnhVdkI5UnhSM19OUW1ra0RsVWVvZEdteC1TS3lXdGU4Qm4yQlZ5aDFQZ1JzbVJZVEZ3TlJ2S1dtbHFvdXE2c2p3VDBLdHFRMnZmd1NtSTFOTjlCcVFPTDF6SGJjMUY5ZzJ5TXdIMG81NVpyVEo1TUpaTExMWnBkRnRYOXRkeklEWHViRXJXWUZJQThVeXpfSFZ6VW9EUlFvQkNOajRXMjhMLVdoSW1ENlFNdW5MYXMwd2VJWFk?oc=5,https://oem.com.mx/elsoldetampico/turismo/atractivos-naturales-culturales-y-recreativos-como-se-vivio-semana-santa-2026-en-el-sur-de-tamaulipas-29331775,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",De Tampico a Harvard: Melissa es aceptada en programa afiliado a la prestigiosa escuela para especializarse - El Sol de México,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNS3dkZmRNWkc4b3BCT3h0LVdxb2ltUzZYWXA2Zk1sS3d0ekZXcFAyZDZFY1pBaUVlekdVMEQ0N0FLbEZBck9RMU16WXMzQmN4NE9LeFNCa3JfUFdQSmRxUFFqTlRvR0ZXQm9kTTJzTFNIc0UxTFZEb01BTFFON2Y4QzhRZVJLeXowaGRXdUZ1eFU5NWtfc2VESGFLLXJnNjVJVTV1OF85R01MQXJ2MlhuQWdoRlpoUGFhYVcwbkIycTg1bHFXSU5SS3RGaDAxcGNKVzdyUk52Yl9DLUE?oc=5,https://oem.com.mx/elsoldetampico/local/de-tampico-a-harvard-melissa-fue-seleccionada-para-estudiar-medicina-en-la-prestigiosa-escuela-29270316,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",De Walk Over a Destroyer: las zapaterías que hicieron historia en Tampico - El Sol de México,https://news.google.com/rss/articles/CBMivgFBVV95cUxPa0ljM1o0RFQ2TlZQWnRJcWljeTFudHRkYTIzallNOFFfa2ZBRy1Wem0wSVo0SDE5NTRvR2UyR2tLNVAwT29QRDNpakVaM2FqTks2Q3paUVBhNTk4LU9oTXJGMVItTVVod1BjMzBWY2ZjclY0eGtuRGlIamJQTjlxdW9kZGpOZDMxeFRiUHlLODU4Ni1Td3gzRklsam13OUpDTjVGYWZBcjVia3lWWEdzY0ktX0JDdFR1dTVmY2J3?oc=5,https://oem.com.mx/elsoldetampico/local/de-walk-over-a-destroyer-las-zapaterias-que-hicieron-historia-en-tampico-29312800,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¿Ibas a ir al concierto de Christian Nodal en las Fiestas de Abril Tampico 2026? Así puedes pedir tu reembolso - El Sol de México,https://news.google.com/rss/articles/CBMi9AFBVV95cUxONzhMMjVmdlMyWGhRNXplUlhuejBIR2dkd0RTcm1tUGdWbW50Skt4dnlaS0o0TFlkNEZtOGMtQ1JzcnVwa1lFWEExTFRacThRaDY2MGtUdWVYaVlZUWt0Vjc4elZXcDFGSFpZNXpxblJHMFlRYUljVWRnLVFoQnBYR2d5dGlNc1RRUVJtWHdUMWppc250eVJpWmd5SVlwZXMxaEZXWlVGbmI0UU5XTlZkU1pMSWZaRmFMbnVwTmZ3VVoxS1MwdGpfS0hzMVhucm41aGI4dUFCb2ZyRjFIQXN3dE5OYmtHekhkM0VKNU9WMVROX0h2?oc=5,https://oem.com.mx/elsoldetampico/tendencias/ibas-a-ir-al-concierto-de-christian-nodal-en-las-fiestas-de-abril-tampico-2026-asi-puedes-pedir-tu-reembolso-29301905,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Semana Santa 2026: cinco destinos de la Huasteca cerca de Tampico que debes visitar - El Sol de México,https://news.google.com/rss/articles/CBMizgFBVV95cUxNTEs3d3Bycm9pY2tLUU5Rdm83QlBBVWF4QndEUk1ZckZFWktIel8xZldEV09Eci1tNkVQbVRzVUtwQUNnWG51bERDbERKU281bFg4SGdKYzlQOXlKQjU3cVhMZnVCdEUtWEFJb1hZZGs0NkhUM2xuRk94am1rQ3N5SWZ5VkFxUmNqY1dSMFF1RTNnWkViRkttQXJsa2VkWFYwT0szOThkakdCMkFHanFtQUtrbmFLV0JQYTJrRU53NW9scDh5S2pkd2R5MHZ6UQ?oc=5,https://oem.com.mx/elsoldetampico/turismo/semana-santa-2026-cinco-destinos-de-la-huasteca-cerca-de-tampico-que-debes-visitar-29266382,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""","Ocho universidades de Tamaulipas quedaron sin validez de estudio, ¿qué significa? - El Sol de México",https://news.google.com/rss/articles/CBMixgFBVV95cUxQLVpnNW14Ny1vcDdDWkZodmlRck1MSGhNNDdSMlJQd294Nlo5NjJZcTVqbXNmOUhUYVdYV0E4dWRjZFNCRV9DNG5zUEtCdkFyaFRFODN1TVR3OW02Nno1cmZSOEowdl9XTW4yQ1BCaE9GNHIxZmtQcGNzQ3FNRFloVVJLSEYxUG1rblM2VUdaeEZ5UC1TM1M3SlQ4d19ZRV9DWHVLc0JuZHFZczFtVjhtaEhKLXdQS25aanlVQkhfVUNxYlVVMXc?oc=5,https://oem.com.mx/elsoldetampico/local/ocho-universidades-de-tamaulipas-quedaron-sin-validez-de-estudio-que-significa-29325231,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Familia de Polonia visita la Catedral de Tampico y se “trauma” con este detalle [Video] - El Sol de México,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQQXFiN2hGSGJSRWJxUzR2MWdJQVladFBlSnY0MWZFaVdFLXdrcjFKcmdDcF9UcU80MkVGeWNCV1FKYlNRTUNDbzRnc1Y5alJuTHBnWk1HVmdjSFVvdFZUS1pncS1sSzhQM0lfajAzaTdkZzFnYTVjZXdjekRaWDllTXMzZXNTOXY3N2JHWUsxOEltTlctdDcxTVlZY0xmYTdfYUljbm12WFJYVks2VnJyMDV5YjlsNEs1c2MtQjY0R1JsWkdoSUMwaWNzcFRTVkdYVlJZ?oc=5,https://oem.com.mx/elsoldetampico/tendencias/familia-de-polonia-visita-la-catedral-de-tampico-y-se-trauma-con-este-detalle-video-29250732,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",Abogados analizan demanda para eliminar el cobro de la caseta en el Puente Pánuco: “ya se pagó varias veces” - El Sol de México,https://news.google.com/rss/articles/CBMi6gFBVV95cUxNRDZacjNkV05TazQzWjc0d2F6cFl2a3NUSkpBYXY2MFI3ZlU2RWhWbW00UnZGcGk4ZEFTOVRkZHpXaWVQUUctYVlpSTR4ZFRXbWYzbjZzemdwN0RXLTBidzZGUTFDb1lQMXE5S0hINml3dzc2bUxZbVd1LTJHWVJWMV96UHVzUkp5a004LVZ4TE9HMWI5em9jU2lqZnV6VGNfZlNpVFF0aVJzcVFULW9DWk1DNFE4SUxKeEFIZW8xQncxdmFuaU8tSmIwSEE5Nk1mRWw4bFVrTWlJaWVoLXpuWmNLUkNzWjhCQ2c?oc=5,https://oem.com.mx/elsoldetampico/local/abogados-analizan-demanda-para-eliminar-el-cobro-de-la-caseta-en-el-puente-panuco-ya-se-pago-varias-veces-29238724,success,google_batchexecute,False,,
3,"""tampico"" site:oem.com.mx",site:oem.com.mx,"""tampico""",¡Imagínese! / Turismo y justicia social - El Sol de México,https://news.google.com/rss/articles/CBMikAFBVV95cUxPUFF3ZThyMV9GS1BtbER0NlNRZjlWS3VleWZyTnV4blYxU19PMUdxUHFNSGtMaWJyTVBYamFfWHBYbmY4dEtfVWtxMjF0MC1KZTdlMm52V2RtV0MzVXM1TU5GSHUweHl3ZXJSLXJfWkZXMXhFYmRCMW1aTG1XNVBpYTVLX0J1WFlrVEdwTnNNMkw?oc=5,https://oem.com.mx/elsoldetampico/analisis/imaginese-turismo-y-justicia-social-29290903,success,google_batchexecute,False,,
