fecha_semana,nombre_semana,author,datetime,datetime_parsed_utc,url,text,replies,retweets,likes,bookmarks,views,query_used,is_reply,in_reply_to_url
,2026-03-17_semana_17marzo_23marzo_26,@robertsranduks,2026-03-20T02:06:12.000Z,2026-03-20T02:06:12.000+00:00,https://x.com/robertsranduks/status/2034813728479191460,"@MonicaVTampico no quedes como una Alcaldesa #Tibia actúa, ese personal municipal actúa de forma por demás prepotente incurriendo en un abuso de autoridad por ser servidores públicos, baja inmediatamenta que sirva de ejemplo #Tampico existe demasiada evidencia",0,1,0,,60,to:MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@antoniosolera2,2026-03-20T00:49:40.000Z,2026-03-20T00:49:40.000+00:00,https://x.com/antoniosolera2/status/2034794467459203120,El @TampicoGob Gobierno de Tampico impulsa turismo estratégico y proyecto hídrico para desarrollo sostenible https://heraldodetamaulipas.com/gobierno-de-tampico-impulsa-turismo-estrategico-y-proyecto-hidrico-para-desarrollo-sostenible/…,0,1,2,,8,@TampicoGob,False,
,2026-03-17_semana_17marzo_23marzo_26,@JesusMotor15451,2026-03-17T20:50:30.000Z,2026-03-17T20:50:30.000+00:00,https://x.com/JesusMotor15451/status/2034009502501015930,"Se ve aparatoso, pero ese tipo de maniobras son comunes en retiro de anuncios Luego luego se van al extremo con cualquier cosa",0,0,0,,17,@TampicoGob,False,
,2026-03-17_semana_17marzo_23marzo_26,@vhmtzrmz,2026-03-17T13:48:07.000Z,2026-03-17T13:48:07.000+00:00,https://x.com/vhmtzrmz/status/2033903209882783895,Cruce de declaraciones en #Tampico por crisis en #CruzRoja #Tamaulipas #CdVictoria #ColectaNacional @TampicoGob,0,1,2,,145,@TampicoGob,False,
,2026-03-17_semana_17marzo_23marzo_26,@EjeConurbado,2026-03-17T13:47:15.000Z,2026-03-17T13:47:15.000+00:00,https://x.com/EjeConurbado/status/2033902991552446754,Cruce de declaraciones en #Tampico por crisis en #CruzRoja #Tamaulipas #CdVictoria #ColectaNacional @TampicoGob,0,0,3,,98,@TampicoGob,False,
,2026-03-17_semana_17marzo_23marzo_26,@TampicososTV,2026-03-17T00:13:16.000Z,2026-03-17T00:13:16.000+00:00,https://x.com/TampicososTV/status/2033698144542687462,Todo mal con @MonicaVTampico @TampicoGob * Es Echeverría * Ninguna seguridad para el trabajador,1,0,2,,320,@TampicoGob,False,
,2026-03-17_semana_17marzo_23marzo_26,@VoxPopuliNoti,2026-03-21T03:16:45.000Z,2026-03-21T03:16:45.000+00:00,https://x.com/VoxPopuliNoti/status/2035193869525012618,Ayuntamiento de Tampico incorpora siete predios al patrimonio para ampliar espacios públicos La Presidenta Mónica Villarreal destaca la importancia de la planificación territorial en Tampico https://voxpopulinoticias.com.mx/2026/03/cabildo-de-tampico-aprueba-predios-para-patrimonio-municipal/… #Tampico #Tamaulipas @MonicaVTampico,0,0,0,,87,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@VoxPopuliNoti,2026-03-21T02:50:25.000Z,2026-03-21T02:50:25.000+00:00,https://x.com/VoxPopuliNoti/status/2035187241811689539,"Promueve Mónica Villarreal Atractivos turísticos de Tampico en Ciudad Victoria Informó que Tampico ofrecerá 10 rutas turísticas durante la Semana Santa, buscando más de 567,000 turistas https://voxpopulinoticias.com.mx/2026/03/lleva-monica-villarreal-promocion-turistica-de-tampico-a-victoria/… #Tampico #Tamaulipas #CiudadVictoria #SemaSanta @MonicaVTampico",0,0,0,,110,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@erasmoglz,2026-03-20T03:10:47.000Z,2026-03-20T03:10:47.000+00:00,https://x.com/erasmoglz/status/2034829982665416974,Seguimos haciendo historia trabajando de la mano 3 ciudades del sur #Tamaulipas ahora impulsando la vocación turística de nuestra región que se alinea al interés de nuestro Gobernador @Dr_AVillarreal por el desarrollo y prosperidad en nuestro estado. @MonicaVTampico @armando_4t,0,1,4,,96,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@VoxPopuliNoti,2026-03-20T02:52:22.000Z,2026-03-20T02:52:22.000+00:00,https://x.com/VoxPopuliNoti/status/2034825347884085485,"Refuerzan en Tampico estrategias para la seguridad hídrica durante el Cuarto Foro Estatal del Agua La colaboración entre autoridades, empresarios y sociedad es clave para garantizar el acceso al agua en la región https://voxpopulinoticias.com.mx/2026/03/foro-estatal-del-agua-impulsa-seguridad-hidrica-en-tamaulipas/… #Tamaulipas #Tampico @MonicaVTampico",0,0,0,,80,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@robertsranduks,2026-03-20T02:06:12.000Z,2026-03-20T02:06:12.000+00:00,https://x.com/robertsranduks/status/2034813728479191460,"@MonicaVTampico no quedes como una Alcaldesa #Tibia actúa, ese personal municipal actúa de forma por demás prepotente incurriendo en un abuso de autoridad por ser servidores públicos, baja inmediatamenta que sirva de ejemplo #Tampico existe demasiada evidencia",0,1,0,,61,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@robertsranduks,2026-03-20T01:22:17.000Z,2026-03-20T01:22:17.000+00:00,https://x.com/robertsranduks/status/2034802674957242766,"#MientrasTanto en #Tampico servidor público del área de mercados agrede de un puñetazo a una persona que se encontraba adentro con su mascota, no siendo los modos y las formas @MonicaVTampico a qué horas la baja de ese #energúmeno ese es su Humanismo pregonado, no sea TIBIA",0,4,2,,106,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@soy24siete,2026-03-19T20:36:15.000Z,2026-03-19T20:36:15.000+00:00,https://x.com/soy24siete/status/2034730692001587607,#Noticias24siete Alcaldes del sur de #Tamaulipas destacaron el proyecto “Génesis” como clave para garantizar el abasto de agua y el desarrollo regional. @erasmoglz @armando_4t @MonicaVTampico,0,0,0,,87,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@TampicososTV,2026-03-19T15:12:14.000Z,2026-03-19T15:12:14.000+00:00,https://x.com/TampicososTV/status/2034649153662300213,"El pésimo trabajo y pésima planeación de @MonicaVTampico tiene destrozada y hecho un caos la Av. Hidalgo de Tampico, la vía más importante, en horas pico ni hablemos.",0,0,3,,271,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@VoxPopuliNoti,2026-03-19T02:14:30.000Z,2026-03-19T02:14:30.000+00:00,https://x.com/VoxPopuliNoti/status/2034453430048104613,"Mónica Villarreal fortalece la seguridad vial con nuevas motopatrullas en Tampico, Tamaulipas La alcaldesa impulsa medidas para mejorar la movilidad urbana y la seguridad en la ciudad https://voxpopulinoticias.com.mx/2026/03/monica-villarreal-fortalece-la-seguridad-vial-en-tampico/… #Tampico #Tamaulipas @MonicaVTampico @Dr_Avillareal",0,0,0,,103,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@VoxPopuliNoti,2026-03-18T23:38:08.000Z,2026-03-18T23:38:08.000+00:00,https://x.com/VoxPopuliNoti/status/2034414078244929821,"Mónica Villarreal, Alcaldesa de Tampico, expresa su apoyo al Plan B de Sheinbaum La Presidenta ratificó su apoyo al Plan B de Claudia Sheinbaum para mejorar la calidad de vida https://voxpopulinoticias.com.mx/2026/03/monica-villarreal-respalda-plan-b-de-claudia-sheinbaum/… #Tampico #Tamaulipas #PlanB @MonicaVTampico",0,0,0,,97,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@Piolin2233,2026-03-18T18:39:20.000Z,2026-03-18T18:39:20.000+00:00,https://x.com/Piolin2233/status/2034338880690819343,El “principito” es por Utoooo ó porque está muy bonito ???,0,0,1,,21,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@senoradecumbres,2026-03-18T17:59:52.000Z,2026-03-18T17:59:52.000+00:00,https://x.com/senoradecumbres/status/2034328951993049207,"Traen un alboroto en FB xq en la boda del hijo d la alcaldesa d Tampico @MonicaVTampico agarraron a un periodista se lo llevaron a lo oscurito y a punta d patadas le robaron el tel donde estaba grabando, ya saben, muy al estilo de la 4T, q oso q a tu hijo le digan ""el principito""",1,4,9,,940,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@VoxPopuliNoti,2026-03-18T03:35:20.000Z,2026-03-18T03:35:20.000+00:00,https://x.com/VoxPopuliNoti/status/2034111381822161371,Inaugura Mónica Villarreal modernización del parque deportivo ‘Baby Pérez’ Reitera el compromiso de seguir construyendo entornos seguros para el desarrollo deportivo y la integración social https://voxpopulinoticias.com.mx/2026/03/inaugura-monica-villarreal-modernizacion-de-parque-deportivo/… #Tamaulipas #Tampico @MonicaVTampico,0,0,0,,99,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@JesusMotor15451,2026-03-17T20:50:30.000Z,2026-03-17T20:50:30.000+00:00,https://x.com/JesusMotor15451/status/2034009502501015930,"Se ve aparatoso, pero ese tipo de maniobras son comunes en retiro de anuncios Luego luego se van al extremo con cualquier cosa",0,0,0,,18,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@VoxPopuliNoti,2026-03-17T04:25:43.000Z,2026-03-17T04:25:43.000+00:00,https://x.com/VoxPopuliNoti/status/2033761673312354422,Responde Gobierno de Tampico con operativo de atención ante evento de norte La Alcaldesa instruyó atención inmediata y vigilancia en zonas de riesgo https://voxpopulinoticias.com.mx/2026/03/alcaldesa-de-tampico-supervisa-zonas-tras-evento-de-norte/… #Tampico #Tamaulipas @MonicaVTampico,0,0,0,,114,@MonicaVTampico,False,
,2026-03-17_semana_17marzo_23marzo_26,@TampicososTV,2026-03-17T00:13:16.000Z,2026-03-17T00:13:16.000+00:00,https://x.com/TampicososTV/status/2033698144542687462,Todo mal con @MonicaVTampico @TampicoGob * Es Echeverría * Ninguna seguridad para el trabajador,1,0,2,,321,@MonicaVTampico,False,
