fecha_inicio_semana,fecha,y_current,y_true,y_pred,error,horizonte_sem,run_id,meta_model,n_modelos_base,E1_v5_clean,E5_v4_clean,E3_v2_clean,E7_v3_clean
2025-11-24,2025-11-24,0.12751595957534,0.303813076524669,0.09623346628075863,-0.20757961024391036,3,E9_v2_operativo_rebuild,huber,4,0.1245643368357248,0.1246065841883997,0.1252211330118537,0.1771704896085834
2025-12-01,2025-12-01,0.279605962079427,0.0677012815654136,0.06513726635538014,-0.0025640152100334657,3,E9_v2_operativo_rebuild,huber,4,0.1428047818170425,0.2104074196110221,0.1682153359042215,-0.1180691054762344
2025-12-08,2025-12-08,0.0821158156091689,0.583621878201202,0.15168200661305523,-0.43193987158814684,3,E9_v2_operativo_rebuild,huber,4,0.1269793647596498,0.1819667128410995,0.1496241077824229,0.242977476659143
2025-12-15,2025-12-15,0.303813076524669,0.108341978085893,0.038055705680828764,-0.07028627240506424,3,E9_v2_operativo_rebuild,huber,4,0.1331475866537746,0.13912431337686,0.1549547788314056,0.0315325855410224
2025-12-22,2025-12-22,0.0677012815654136,0.0687870202028637,-0.03145901581470609,-0.10024603601756979,3,E9_v2_operativo_rebuild,huber,4,0.1424359338200785,0.1051461243109434,0.1404718929921739,0.0965296284929
2025-12-29,2025-12-29,0.583621878201202,0.245426229585526,0.1462510109012895,-0.09917521868423651,3,E9_v2_operativo_rebuild,huber,4,0.1195127856881802,0.1345822699892855,0.1247066706655344,-0.1027106957975698
2026-01-05,2026-01-05,0.108341978085893,0.320565191490885,0.07010616911847353,-0.25045902237241147,3,E9_v2_operativo_rebuild,huber,4,0.13266212011944,0.1171334300422836,0.1364106886128822,-0.0013183314242638
2026-01-12,2026-01-12,0.0687870202028637,0.170007405822799,0.08189112674874924,-0.08811627907404976,3,E9_v2_operativo_rebuild,huber,4,0.1366275786292786,0.1143359556848713,0.1329335043766814,0.120821348989198
2026-01-19,2026-01-19,0.245426229585526,-0.0198367240853288,0.09512889172993026,0.11496561581525906,3,E9_v2_operativo_rebuild,huber,4,0.1379630315693514,0.150420381072771,0.1737524103709893,0.1355675364872916
2026-01-26,2026-01-26,0.320565191490885,0.0960196886446368,0.07155394836043062,-0.024465740284206172,3,E9_v2_operativo_rebuild,huber,4,0.1344044895192041,0.1445072739286288,0.161908584352747,0.039823695674743
2026-02-02,2026-02-02,0.170007405822799,0.27725068164164,0.13023863004881525,-0.14701205159282477,3,E9_v2_operativo_rebuild,huber,4,0.134486016086903,0.1518516881175106,0.1516982851155879,0.2173942467928114
2026-02-09,2026-02-09,-0.0198367240853288,0.210058588277401,0.11642677264288265,-0.09363181563451836,3,E9_v2_operativo_rebuild,huber,4,0.1372120934889875,0.1728369146669348,0.1909404383324571,0.2899060156401847
